instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_1606,704.0,6512.0,528.0,5808.0,1.3332,0.4848,0.3636,4.0,0.0,4.0,4.0,0.0,0.1708,2.482,0.0608,0.3636,3.2632,0.0,0.3636,0.3636,0.1708,0.0,0.1708,0.1708,0.0,0.1292,0.0,0.1292,0.1292,0.0,0.088,0.0,0.088,0.088,0.0,3.0908,0.3608,0.0,0.3608,0.3608,0.372,2.6596,0.0828,0.8184,3.2632,0.0864,2.7364,0.0268,0.258,3.2632,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3972,0.0,2.3968,2.3972,2.3972,2.3972,2.3972,2.3972,2.3972,1.4112,0.0,1.4112,1.4112,1.4112,1.4112,1.4112,1.4112,1.4112,0.0,0.0,118.936,0.6136,120.0,96.0,144.0,12.9952,0.7092,4.0,0.0016,0.0,0.0,118.672,0.6084,120.0,96.0,140.0,12.9916,0.7056,4.0,0.002,3.9996,4.0
instance_1285,64000.0,268800.0,62492.0,267288.0,0.0964,0.0228,0.9352,1.98,2.3464,0.0,4.0,2.8132,0.0008,0.2432,0.0008,0.0012,0.5948,0.0,0.0,3.8676,0.0008,1.146,0.0,0.002,10.808,0.9124,0.6856,0.0,4.0,13.448,0.0004,1.5876,0.0,0.0012,9.2932,1.9736,0.0016,1.1588,0.0004,0.004,0.0012,0.9732,0.0004,0.0028,11.836,0.41,0.9764,0.16,1.3332,8.9984,20.3092,0.2104,20.0,24.0,1.0888,40.432,1.5968,16.0,104.0,64.0,24.0,48.0,28.0,36.0,254.812,0.9112,147.332,501.0,326.284,188.728,288.8,210.668,249.092,1.5756,2.318,0.0,4.0,2.8292,0.344,2.2696,0.8176,1.5432,0.3708,2.6144,0.0064,2.9028,0.7056,0.112,0.4992,0.1904,0.3168,1813.16,0.986,13589.6,0.0592,13584.0,13384.0,13704.0,2.3788,1.5264,3.39,0.0624,1065.6,0.2856,13671.6,0.056,13628.0,13428.0,13916.0,0.3384,0.7824,3.3128,0.0288,0.896,1.15
instance_450,1440.0,6120.0,1412.0,6100.0,0.0792,0.0132,0.926,1.9836,2.3252,0.0,4.0,2.7296,0.0344,0.2188,0.034,0.0452,0.5136,0.0,0.0,3.8872,0.0344,1.1204,0.0104,0.0656,10.5972,0.846,0.686,0.0,4.0,13.0248,0.0172,1.5492,0.0028,0.0444,9.1572,1.9936,0.0668,1.0868,0.0208,0.1312,0.052,0.9188,0.0236,0.1024,11.6172,0.4368,0.916,0.2204,0.9,9.1408,16.0,0.0,16.0,16.0,0.0,15832.4,0.0944,15400.0,16400.0,16400.0,15400.0,16368.0,15640.0,15668.0,89.768,0.2484,82.036,99.984,99.984,82.036,96.092,85.34,90.548,1.5708,2.3492,0.0292,4.0,2.8248,0.3988,2.2672,0.782,1.572,0.3424,2.564,0.008,1.16,0.6548,0.1064,0.4592,0.166,0.2876,51.604,1.2524,315.648,0.328,316.0,284.0,348.0,3.868,0.8228,3.4124,0.1724,42.808,1.1944,315.08,0.3392,316.0,280.0,348.0,1.598,1.5928,3.364,0.1676,1.3452,2.386
instance_1575,14040.0,3896000.0,13800.0,3884000.0,0.0696,0.0144,0.0144,3.998,0.0164,3.7776,4.0,0.3172,0.0036,10.708,0.0024,0.1416,0.4528,0.0,3.9372,3.9372,0.0036,0.7356,0.0016,0.0048,25.002,1.3092,0.3464,0.4172,2.0912,13.4248,0.0024,0.926,0.0008,0.0036,24.1968,3.9372,0.0132,0.7276,0.002,0.0144,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,89.392,7.3336,8.0,832.0,100.0,24.0,72.0,28.0,48.0,422.68,0.6608,301.5,555.44,540.88,332.0,472.44,351.2,425.76,3.9236,0.2148,0.8256,4.0,4.0,3.8564,3.9964,3.9188,3.9752,0.0776,6.3092,0.0,2.0,0.194,0.0,0.1112,0.0044,0.0348,124632.0,9.7808,5606.8,1.96,6708.0,0.0,6740.0,638.0,2.5528,6.7604,4.0016,20625.6,11.7968,5910.8,1.5004,6648.0,0.0,6680.0,588.32,1.0284,4.1064,0.3116,3.7544,3.8132
instance_1377,480000.0,2068000.0,205404.0,1232000.0,5.382,2.704,0.666,1.442,4.3076,0.0,4.0,7.0824,0.0004,2.542,0.0,0.0016,5.8516,0.0,2.3168,2.8844,0.0004,3.218,0.0,0.002,13.5116,0.6236,0.6028,0.0,4.0,13.0136,0.0,2.8412,0.0,0.0008,10.8444,2.4964,0.0004,2.8216,0.0,0.0016,,,,,,,,,,,253.16,0.3868,208.0,288.0,11.824,3876.0,1.562,572.0,5796.0,5796.0,572.0,4908.0,3528.0,4728.0,68.76,0.684,57.268,94.964,94.964,57.268,77.62,61.504,63.536,2.0592,2.2692,0.0008,4.0,3.5172,0.3228,3.1384,1.0028,2.1248,0.1264,4.7636,0.0,2.6832,0.3412,0.004,0.1776,0.0224,0.0652,18820.0,0.0,66392.0,0.0,66392.0,66392.0,66392.0,10.9692,0.0,3.9392,0.0,12008.8,0.9352,66156.0,0.032,66052.0,65564.0,66436.0,3.7216,3.8444,3.8052,0.0604,0.2176,2.3728
instance_355,1040000.0,5560000.0,556000.0,3832000.0,3.5096,1.806,0.5788,1.6012,3.6328,0.0,4.0,5.662,0.0,1.7452,0.0,0.0004,4.4044,0.0,2.048,3.4772,0.0,2.942,0.0,0.0004,12.518,0.9068,0.594,0.0,3.3844,11.8804,0.0,3.3724,0.0,0.0,11.0568,2.7628,0.0,2.6188,0.0,0.0004,,,,,,,,,,,462.96,0.018,460.0,468.0,3.0112,14.8572,9.1236,0.0,136.0,12.0,0.0,12.0,0.0,8.0,48.876,4.6964,0.0,224.0,94.668,4.0,70.0,4.0,36.0,2.5652,1.9084,0.0,4.0,3.8048,0.6376,3.5368,1.4132,3.1164,0.0752,4.0064,0.0,0.3244,0.1852,0.0,0.1408,0.0072,0.0364,476000.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1208,0.0,13.3776,0.0,52468.0,0.0,206612.0,0.0,206612.0,206612.0,206612.0,10.8416,0.0,3.9112,0.0,0.6032,2.958
instance_613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_1077,1012.0,137544.0,1012.0,137544.0,0.0,0.0,0.0296,4.0,0.0,4.0,4.0,0.0,0.0716,4.6968,0.0316,0.3636,1.1612,0.0,0.0096,3.6924,0.0716,0.9996,0.0316,0.0956,21.0704,1.0088,0.6276,0.5124,3.3528,13.2752,0.028,1.4412,0.0024,0.0404,19.8168,0.308,0.0292,0.0068,0.0292,0.0292,,,,,,,,,,,8.3808,0.5604,8.0,12.0,1.258,13851.2,1.4612,5984.0,18852.0,18852.0,5984.0,18852.0,12896.0,17672.0,223.464,0.4876,188.356,261.312,261.312,188.356,261.312,209.848,234.348,2.8764,0.3616,2.6128,3.9344,3.146,2.6656,2.9436,2.7108,2.8064,0.0,10.1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.548,9.3624,406.92,0.382,408.0,364.0,456.0,110.764,0.858,3.9848,0.0396,86.128,0.972,407.52,0.3508,404.0,364.0,456.0,126.748,0.876,3.9912,0.0064,2.8548,3.2312
instance_635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_290,52164.0,536000.0,36336.0,492000.0,1.7424,0.332,0.2944,2.1264,2.5112,0.0,4.0,6.3684,0.0016,1.3184,0.0008,0.0184,5.2176,0.0,0.6796,2.4188,0.0016,6.1524,0.0,0.042,14.5744,1.2816,1.0752,0.0,3.802,13.6972,0.0012,7.0836,0.0,0.0208,13.1228,3.1968,0.0012,5.0064,0.0,0.0336,,,,,,,,,,,25.1952,0.41,20.0,28.0,3.7992,4812.8,1.5532,3084.0,10036.0,10036.0,3324.0,4804.0,3932.0,4320.0,64.46,0.5784,52.036,84.688,84.688,53.976,68.384,57.828,63.708,2.3872,2.1512,0.0,3.9344,3.7192,0.3012,3.3624,1.2948,2.9956,0.268,5.7932,0.0,1.4636,1.0068,0.0008,0.2736,0.0232,0.1184,1530.92,2.2148,9700.4,1.1084,10368.0,10076.0,10560.0,9.4748,1.3444,3.8184,0.1596,1821.56,0.3496,10366.8,0.0536,10376.0,10216.0,10560.0,3.2696,1.8312,3.8156,0.0156,0.2192,0.7452
instance_966,1208000.0,4160000.0,636000.0,3116000.0,3.594,1.3348,0.8168,1.4824,2.5024,0.0,4.0,4.8268,0.0,0.8872,0.0,0.0004,4.01,0.0,0.572,2.7452,0.0,5.4668,0.0,0.008,9.568,0.1624,0.2412,0.0,2.6668,5.7312,0.0,7.3264,0.0,0.0052,8.5588,2.126,0.0,7.1072,0.0,0.0052,,,,,,,,,,,51.58,0.0952,48.0,52.0,1.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956,3.6016,0.0,3.9188,2.024,0.0564,1.7468,0.1464,0.6228,0.2196,2.4612,0.0,1.6492,0.3432,0.1112,0.2812,0.1288,0.1784,329204.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8756,0.0,27.4624,0.0,88500.0,0.0,126576.0,0.0,126576.0,126576.0,126576.0,7.7464,0.0,3.85,0.0,0.1668,0.6088
instance_361,1760.0,7480.0,1708.0,7428.0,0.1216,0.028,0.9196,2.0248,2.34,0.0,4.0,2.9576,0.0284,0.2748,0.028,0.0468,0.7356,0.0,0.0,3.8232,0.0284,1.17,0.0088,0.056,10.8912,0.8632,0.6716,0.0,4.0,13.1044,0.014,1.598,0.0,0.0324,9.3468,1.9968,0.0564,1.1352,0.0172,0.11,0.044,0.978,0.0152,0.0884,11.9636,0.424,0.9756,0.2052,1.0,9.162,16.0,0.0,16.0,16.0,0.0,15678.4,0.052,15492.0,16056.0,16056.0,15492.0,15988.0,15572.0,15596.0,99.568,0.1076,96.004,104.212,104.212,96.004,103.46,97.872,99.48,1.5056,2.3524,0.0136,4.0,2.7396,0.344,2.186,0.7448,1.4936,0.3336,2.7244,0.0196,1.7012,0.6348,0.0908,0.446,0.164,0.2868,76.936,0.9212,374.628,0.3108,376.0,336.0,412.0,3.8496,0.796,3.4336,0.1636,62.004,0.8744,374.576,0.3028,372.0,340.0,408.0,1.4452,1.5624,3.3704,0.1452,1.2884,2.2664
instance_381,5356.0,28380.0,4928.0,23084.0,0.3476,0.9176,0.854,1.204,3.5552,0.0,4.0,11.978,0.0292,1.8084,0.0064,0.052,10.48,0.0,0.388,0.6888,0.0292,17.746,0.0008,2.8468,12.0924,2.146,0.718,0.0,4.0,10.7068,0.0012,10.7532,0.0,0.0632,5.4488,0.5252,0.0304,6.0372,0.0008,0.8268,,,,,,,,,,,16.1204,0.3532,12.0,20.0,1.866,8120.4,1.5848,3088.0,13052.0,12868.0,3796.0,10524.0,5956.0,8244.0,87.004,0.3992,70.996,101.076,97.344,74.932,92.216,81.864,90.08,2.7432,0.966,0.0,4.0,3.3324,2.0004,3.1996,2.4512,2.9964,1.7024,1.7196,0.0072,3.9996,2.0,0.224,1.9996,1.9888,1.9988,29.6272,2.8,268.616,0.4052,268.0,236.0,304.0,3.9948,1.5168,3.7044,0.124,58.712,0.7492,268.74,0.3976,268.0,236.0,304.0,1.3148,5.252,3.8416,0.078,1.7572,3.444
instance_927,2280.0,18500.0,1616.0,14536.0,1.6436,1.0908,0.4448,3.8536,0.5204,0.0,4.0,1.2988,0.0268,2.8268,0.02,0.0992,2.3148,0.0,3.4144,3.4256,0.0268,1.97,0.012,0.076,11.4188,1.1836,0.7108,0.0,4.0,7.6588,0.0168,2.3236,0.0,0.0516,11.722,3.4144,0.0488,2.8284,0.0156,0.2104,0.0384,5.7708,0.0,0.35,14.8344,0.5052,2.1316,0.0,1.6,11.8584,15.8908,0.304,12.0,20.0,1.4648,14855.2,0.2756,12468.0,16708.0,16708.0,14060.0,15300.0,14732.0,14968.0,134.972,0.506,114.196,169.7,169.7,121.08,140.28,126.28,128.588,2.7392,0.5796,0.6076,4.0,3.0184,2.2828,2.9512,2.4016,2.8188,0.1136,4.6212,0.0,0.4672,0.352,0.0004,0.1676,0.006,0.0716,6.8528,4.4416,437.12,0.2892,436.0,400.0,476.0,17.8048,0.7008,3.9144,0.0308,16.7488,2.5616,437.4,0.3028,436.0,396.0,480.0,8.6744,1.7036,3.9272,0.0292,2.5448,3.7264
instance_730,16000.0,67200.0,15604.0,66808.0,0.1016,0.0236,0.9344,1.9764,2.3496,0.0,4.0,2.828,0.0032,0.246,0.0032,0.0052,0.614,0.0,0.0,3.8604,0.0032,1.1684,0.0008,0.0076,10.8864,0.912,0.6944,0.0,4.0,13.4348,0.0016,1.574,0.0,0.0044,9.2476,1.962,0.0064,1.1784,0.0016,0.016,0.0048,0.9748,0.0008,0.0112,11.872,0.4108,0.9912,0.1704,1.6,9.0272,20.0,0.0,20.0,20.0,0.0,246.476,1.3012,128.0,592.0,340.0,164.0,280.0,192.0,228.0,158.06,0.3452,132.272,210.476,174.948,141.332,164.784,146.948,157.42,1.5568,2.3448,0.0004,4.0,2.8212,0.3472,2.2588,0.7752,1.5312,0.3676,2.688,0.0144,2.3516,0.692,0.11,0.4972,0.1812,0.3116,523.96,3.966,3364.56,0.3908,3392.0,3288.0,3496.0,2.6712,1.8864,3.4808,1.1608,330.824,2.6056,3378.16,0.3808,3404.0,3300.0,3500.0,0.5028,6.316,3.3364,0.282,1.0064,1.4036
instance_437,64000.0,268800.0,62340.0,266976.0,0.1064,0.0272,0.934,1.9828,2.348,0.0,4.0,2.848,0.0008,0.2552,0.0008,0.0012,0.6388,0.0,0.0,3.8556,0.0008,1.164,0.0,0.0024,10.862,0.9028,0.672,0.0,4.0,13.4836,0.0004,1.61,0.0,0.0012,9.3388,1.9652,0.0016,1.178,0.0,0.0052,0.0012,0.9796,0.0004,0.0032,11.8812,0.4068,0.9716,0.1404,1.1428,8.9868,20.91,0.3208,20.0,24.0,2.1448,41.856,1.5032,20.0,120.0,60.0,24.0,48.0,32.0,40.0,249.408,0.8896,144.308,414.0,339.428,177.2,282.4,210.18,247.556,1.5764,2.2984,0.0004,4.0,2.8172,0.3524,2.2704,0.8296,1.558,0.366,2.6152,0.0072,2.944,0.6916,0.1108,0.4916,0.1864,0.314,4465.6,6.5156,11614.8,1.7652,13592.0,0.0,13736.0,3.9176,4.5692,4.4552,2.5764,1394.76,3.0756,13570.0,0.0468,13612.0,13332.0,13716.0,0.736,8.1764,3.3436,0.15,0.9392,1.1272
instance_615,9564.0,109620.0,7892.0,104868.0,0.8476,0.1812,0.3012,2.848,2.3872,0.0,4.0,5.0308,0.0064,5.3948,0.004,0.0872,3.2364,0.0,3.4384,3.5624,0.0064,7.2036,0.0012,0.164,15.7864,1.1192,0.8444,0.0,3.3192,15.442,0.0036,5.93,0.0,0.0748,14.644,3.5492,0.01,5.3672,0.0016,0.1568,,,,,,,,,,,16.9776,0.4172,12.0,20.0,2.3836,7051.2,0.4528,5716.0,7676.0,7676.0,5716.0,7676.0,7156.0,7656.0,248.768,0.5568,195.596,292.64,292.64,195.596,292.64,252.464,254.368,3.078,1.2688,0.0,3.9984,3.78,1.4268,3.6732,2.9036,3.492,0.0988,9.0744,0.0,1.9088,0.304,0.0008,0.0608,0.002,0.0072,42.3,6.6148,3048.6,0.3544,3072.0,2972.0,3172.0,18.1464,0.614,3.9032,0.0244,490.28,0.3692,3043.72,0.3168,3064.0,2960.0,3148.0,19.5552,0.7388,3.9804,0.0112,1.3228,3.7316
instance_1253,600.0,51000.0,600.0,51000.0,0.0,0.0,0.0472,1.2572,2.7232,0.5716,4.0,4.0336,0.1868,0.0,0.1868,0.1868,0.0,0.0,0.0,0.0,0.1868,0.1712,0.168,0.2072,16.812,0.128,0.0968,0.0,0.4552,8.4084,0.0124,0.6164,0.0084,0.018,12.3352,0.2632,0.0468,0.0,0.0468,0.0468,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,16919.2,0.1468,16208.0,17744.0,17744.0,16208.0,17744.0,16444.0,17280.0,187.448,0.0792,183.316,192.6,192.6,183.316,192.6,184.572,189.3,0.26,2.9172,0.0008,0.8732,0.5288,0.0436,0.3612,0.1084,0.2336,0.0004,1.5384,0.0,0.0008,0.0008,0.0004,0.0004,0.0004,0.0004,56.256,0.9052,99.492,0.6296,100.0,80.0,120.0,6.7208,1.0708,3.4672,0.2816,57.488,0.9384,99.772,0.6172,100.0,80.0,120.0,5.7236,1.6412,3.4888,0.288,2.562,2.9152
instance_804,2324000.0,12560000.0,1420000.0,9760000.0,2.5508,1.1592,0.5824,1.6124,4.85,0.0,4.0,3.012,0.0,17.3644,0.0,0.0068,0.358,0.0,3.9496,3.9508,0.0,14.4024,0.0,0.0028,5.8168,1.4428,0.942,0.0,4.0,5.7476,0.0,17.2996,0.0,0.0028,5.744,3.95,0.0008,3.1084,0.0,0.004,,,,,,,,,,,172.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1924,1.3468,0.0,4.0,3.9808,1.658,3.914,2.3068,3.75,0.6776,3.992,0.0,3.196,1.7316,0.0544,1.3132,0.1316,0.3252,2032000.0,0.0,0.0,0.0,0.0,0.0,0.0,290.68,0.0,25.9868,0.0,1292000.0,4.2008,0.0,0.0,0.0,0.0,0.0,605.76,5.4632,33.004,4.8612,1.372,2.2192
instance_1233,864.0,10152.0,648.0,9288.0,1.3332,0.372,0.2792,4.0,0.0,4.0,4.0,0.0,0.1412,2.4424,0.0492,0.2964,3.1044,0.0,0.2792,0.2792,0.1412,0.0,0.1412,0.1412,0.0,0.0976,0.0,0.0976,0.0976,0.0,0.0724,0.0,0.0724,0.0724,0.0,3.0696,0.2772,0.0,0.2772,0.2772,0.334,2.58,0.0688,0.7184,3.1044,0.0592,2.7592,0.0192,0.1952,3.1044,8.0,0.0,8.0,8.0,0.0,17088.0,0.0,17088.0,17088.0,17088.0,17088.0,17088.0,17088.0,17088.0,140.888,0.0,140.888,140.888,140.888,140.888,140.888,140.888,140.888,2.476,0.0,2.476,2.4764,2.4764,2.476,2.476,2.476,2.476,1.3716,0.0,1.3716,1.372,1.3716,1.3716,1.3716,1.3716,1.3716,0.0,0.0,148.744,0.5504,148.0,124.0,176.0,15.4748,0.6644,4.0,0.0024,0.0,0.0,148.2,0.5624,148.0,120.0,176.0,15.4132,0.6628,4.0,0.0016,3.9968,3.9996
instance_704,5356.0,28380.0,4928.0,23084.0,0.3476,0.9176,0.854,1.204,3.5552,0.0,4.0,11.978,0.0292,1.8084,0.0064,0.052,10.48,0.0,0.388,0.6888,0.0292,17.746,0.0008,2.8468,12.0924,2.146,0.718,0.0,4.0,10.7068,0.0012,10.7532,0.0,0.0632,5.4488,0.5252,0.0304,6.0372,0.0008,0.8268,,,,,,,,,,,16.1204,0.3532,12.0,20.0,1.866,7966.0,1.666,3088.0,13052.0,12868.0,3796.0,10524.0,4408.0,7696.0,86.808,0.4168,70.996,101.076,97.344,74.932,92.216,77.668,90.08,2.7432,0.966,0.0,4.0,3.3324,2.0004,3.1996,2.4512,2.9964,1.7024,1.7196,0.0072,3.9996,2.0,0.224,1.9996,1.9888,1.9988,29.8272,0.9684,267.292,0.394,268.0,232.0,300.0,4.0252,1.5288,3.7048,0.0848,59.232,0.7752,267.736,0.3984,268.0,232.0,300.0,1.3768,5.2676,3.842,0.0836,1.786,3.5936
instance_2,784000.0,2332000.0,131000.0,992000.0,19.9764,5.4176,0.5292,1.5024,2.768,0.0,4.0,7.0784,0.0004,1.4976,0.0004,0.006,6.4824,0.0,0.4776,1.872,0.0004,8.0652,0.0,0.0568,11.9844,0.6852,0.5988,0.0,3.8632,11.5308,0.0,9.508,0.0,0.0284,10.062,1.774,0.0004,7.0388,0.0,0.0332,,,,,,,,,,,29.6584,0.2656,28.0,32.0,2.714,1285.0,4.4124,356.0,5776.0,5176.0,552.0,964.0,760.0,840.0,54.42,1.5232,36.076,119.972,87.124,37.9796,64.268,42.368,46.752,2.2728,1.6452,0.0,4.0,3.3168,0.7576,2.934,1.7812,2.4568,0.3188,3.006,0.0,1.7776,0.5828,0.0024,0.4764,0.1128,0.3112,11278.0,4.16,18016.0,5.6568,18016.0,0.0,0.0,6.1632,3.4744,4.2816,0.9828,5228.8,0.362,35791.2,0.072,35706.0,35140.0,36344.0,1.4956,3.6072,3.616,0.0352,0.1108,0.5964
instance_1116,2400.0,10224.0,2328.0,10156.0,0.1236,0.0268,0.9168,2.006,2.3456,0.0,4.0,2.908,0.0208,0.266,0.0208,0.0344,0.68,0.0,0.0,3.844,0.0208,1.1756,0.0064,0.0488,10.8412,0.9128,0.6996,0.0,4.0,13.5432,0.0104,1.638,0.0016,0.03,9.4528,1.9836,0.0416,1.1728,0.0128,0.0976,0.0316,0.9712,0.0128,0.066,11.8872,0.4212,0.9676,0.1904,1.0,9.1644,16.0,0.0,16.0,16.0,0.0,15143.2,0.1388,14300.0,16248.0,16248.0,14300.0,15420.0,14936.0,15036.0,128.388,0.3512,118.712,148.572,148.572,118.712,146.048,119.988,124.836,1.6068,2.3088,0.0028,4.0,2.864,0.4012,2.3704,0.8124,1.6132,0.3624,2.5352,0.0104,1.5344,0.6924,0.108,0.4952,0.1852,0.3144,77.024,1.6336,517.48,0.2732,516.0,472.0,560.0,3.6092,0.8336,3.418,0.1512,62.344,0.9992,517.24,0.2744,516.0,476.0,560.0,1.2604,1.5272,3.3792,0.1332,1.2508,2.1496
instance_859,5892.0,46252.0,5860.0,46252.0,0.022,0.0,0.5068,1.6644,2.4732,0.0,4.0,4.8276,0.0088,2.3956,0.0056,0.0684,4.4688,0.0,0.8204,3.2488,0.0088,4.3824,0.0016,0.0396,11.1196,1.9184,0.964,0.0,3.4284,10.6572,0.0052,4.3244,0.0,0.0216,10.8756,2.792,0.0172,1.1676,0.002,0.0244,0.026,2.2304,0.0012,0.1728,17.0184,0.328,5.206,0.04,2.0,8.5804,22.8088,0.3992,20.0,28.0,3.3768,3397.28,0.902,1888.0,5272.0,4148.0,2180.0,3764.0,2928.0,3568.0,83.184,0.984,50.016,137.84,110.124,60.224,93.392,69.952,80.592,2.84,1.6976,0.018,3.9224,3.8368,0.4364,3.8,2.5624,3.342,0.3252,4.5092,0.0088,1.3588,0.938,0.0176,0.5968,0.0476,0.0876,78.076,0.874,2103.92,0.1396,2104.0,2012.0,2196.0,6.2784,0.5424,3.724,0.042,76.652,0.6324,2107.8,0.1432,2112.0,2012.0,2200.0,3.5908,0.99,3.7272,0.0392,0.5112,2.32
instance_256,5600.0,18928.0,3876.0,16096.0,1.7792,0.7036,0.9632,1.3752,3.3524,0.0,4.0,4.7848,0.0124,1.5288,0.0084,0.0948,3.8312,0.0,0.8728,3.5188,0.0124,1.1908,0.0068,0.024,9.7848,0.3136,0.3696,0.0,2.0,8.4056,0.0052,2.312,0.002,0.022,8.032,2.002,0.0088,2.276,0.0048,0.032,0.0164,1.5256,0.0048,0.1192,11.5232,1.0792,1.366,0.0716,2.3,13.7588,34.8884,0.2572,28.0,40.0,3.2508,5575.2,1.706,2752.0,8884.0,8884.0,2752.0,7632.0,3108.0,4988.0,180.02,1.2424,119.092,265.796,265.796,119.092,223.832,125.388,162.988,0.9684,3.2588,0.0,3.32,2.2848,0.1364,1.3392,0.388,0.706,0.1968,3.8424,0.0,1.2864,0.2896,0.0208,0.2248,0.1176,0.1824,202.312,0.8912,812.52,0.1964,812.0,764.0,864.0,3.3976,1.0068,3.352,0.1228,223.036,0.46,814.04,0.2184,816.0,768.0,864.0,1.896,1.2232,3.3856,0.106,1.018,3.9568
instance_470,2400.0,10224.0,2340.0,10168.0,0.1024,0.022,0.9204,1.956,2.3456,0.0,4.0,2.78,0.0208,0.2484,0.0204,0.0272,0.6328,0.0,0.0,3.852,0.0208,1.1628,0.008,0.0472,10.8328,0.9072,0.6752,0.0,2.8572,13.1324,0.0104,1.6476,0.0016,0.0348,9.3936,2.0156,0.0412,1.1456,0.0156,0.0912,0.0316,0.9456,0.0124,0.0628,11.7748,0.4244,0.974,0.2052,1.2224,9.1044,16.0,0.0,16.0,16.0,0.0,15168.4,0.0748,14712.0,15748.0,15748.0,14712.0,15348.0,15056.0,15188.0,130.564,0.4248,116.328,155.968,155.968,116.328,150.288,121.564,125.228,1.612,2.2404,0.0024,3.6428,2.8088,0.33,2.3268,0.862,1.652,0.3528,2.6168,0.024,1.3712,0.6648,0.1052,0.4892,0.1824,0.2908,77.648,1.1372,519.8,0.2704,520.0,476.0,564.0,3.5604,0.8428,3.4096,0.1452,62.144,1.0144,518.04,0.2668,516.0,476.0,564.0,1.2196,1.4676,3.362,0.1284,1.2424,2.234
instance_1061,19760.0,372884.0,11736.0,322408.0,2.7348,0.6264,0.1456,1.8516,3.9276,0.0,4.0,4.5952,0.0036,1.6164,0.0028,0.0356,3.2008,0.0,2.7088,2.854,0.0036,2.3464,0.0004,0.0084,14.9568,1.9056,1.2576,0.0,4.0,13.6772,0.002,2.7428,0.0,0.0064,16.9156,2.4272,0.0036,1.9244,0.0004,0.0092,,,,,,,,,,,69.7,0.6668,52.0,92.0,9.4224,4510.8,1.036,2888.0,6460.0,6460.0,2992.0,5612.0,3468.0,4756.0,77.736,0.5572,51.804,91.132,91.132,71.224,88.204,75.208,78.38,3.6032,0.7828,0.0988,4.0,3.9864,2.5856,3.9836,3.6868,3.9188,0.1172,8.2916,0.0,1.1276,0.612,0.0,0.0388,0.0004,0.0008,473.24,28.5284,4854.0,0.5224,4930.0,4808.0,5028.0,32.6508,1.3384,4.0196,0.4024,57.976,3.85,4881.6,0.4428,4944.0,4812.0,5060.0,16.5392,1.3704,3.9696,0.0084,1.6316,2.9776
