instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_71,2028000.0,6400000.0,460000.0,2480000.0,13.704,6.3292,0.7388,1.6412,2.946,0.0,4.0,5.2248,0.0,4.7448,0.0,0.0092,4.4912,0.0,0.7696,3.3652,0.0,4.9768,0.0,0.002,11.6776,0.7084,0.718,0.0,3.5832,10.1608,0.0,5.1396,0.0,0.0008,9.84,2.2432,0.0004,4.8172,0.0,0.0024,,,,,,,,,,,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.186,3.638,0.0012,4.0,2.9956,0.1284,1.842,0.4024,0.6928,0.4052,3.684,0.0,1.2668,1.008,0.0216,0.7336,0.1332,0.218,168464.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5136,0.0,7.9404,0.0,45776.0,0.966,124368.0,0.0076,124368.0,124200.0,124200.0,5.5824,2.598,3.7988,0.1508,0.3312,1.002
instance_1551,2004000.0,11720000.0,31800.0,1836000.0,248.216,21.4924,0.0692,1.2324,2.9092,0.0,4.0,7.8104,0.0036,0.6152,0.0012,0.0172,4.224,0.0,0.0352,0.1328,0.0036,8.1708,0.0,0.038,15.4128,0.238,0.288,0.0,3.2,9.7244,0.0,6.3164,0.0,0.0016,11.858,0.2416,0.0,2.6508,0.0,0.0004,,,,,,,,,,,52.584,0.2476,44.0,56.0,4.5756,919.56,2.2352,144.0,1628.0,1628.0,144.0,1256.0,508.0,1100.0,42.4,2.0736,12.3332,91.036,91.036,12.3332,37.536,33.5676,35.0836,0.542,5.2956,0.0,3.6088,1.4096,0.006,0.6972,0.0688,0.2508,0.7148,3.3172,0.0,1.826,1.7508,0.0264,1.09,0.212,0.5948,2294.24,0.6336,5844.0,0.0588,5844.0,5720.0,5928.0,3.7876,1.4356,3.4348,0.0592,2600.68,1.3464,5845.2,0.0728,5878.0,5704.0,5932.0,1.8392,7.2348,3.5004,0.1812,0.138,0.3988
instance_484,6400.0,240396.0,6240.0,240396.0,0.1024,0.0,0.104,1.9748,2.3404,0.0,4.0,2.3968,0.0076,1.2428,0.0052,0.1,0.2992,0.0,0.052,3.9972,0.0076,0.0016,0.0076,0.0076,0.0556,1.3104,0.0016,1.2868,1.3564,0.0216,0.004,0.72,0.0024,0.0052,13.648,2.0188,0.01,0.0008,0.01,0.01,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,6654.0,1.2152,1116.0,10108.0,9360.0,5368.0,7648.0,5856.0,6596.0,212.004,0.3624,184.844,257.352,243.92,193.06,223.684,195.268,209.24,2.0096,0.0032,1.9836,2.0644,2.0096,2.0096,2.0096,2.0096,2.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8296,57.076,2082.48,0.2804,2088.0,1996.0,2180.0,57.14,0.1732,4.0056,0.1028,104.828,56.42,2090.04,0.2944,2098.0,2016.0,2180.0,43.508,1.2176,4.0532,0.7904,2.898,3.69
instance_23,4000.0,80000.0,4000.0,80000.0,0.0,0.0,0.2,1.5072,2.5988,0.8,4.0,3.34,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.3908,0.0144,0.0276,14.6316,0.3212,0.2464,0.0,1.4224,12.0836,0.0036,0.922,0.0012,0.006,11.4696,0.7512,0.066,0.328,0.0496,0.0836,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,170.376,0.8728,108.0,368.0,216.0,132.0,192.0,144.0,164.0,230.984,0.368,184.356,294.908,257.284,200.152,245.484,218.668,232.416,0.6768,2.7392,0.0004,2.4144,1.3224,0.1152,0.9732,0.3236,0.6092,0.0108,2.504,0.0008,0.0472,0.0196,0.004,0.0136,0.006,0.0092,222.236,1.7284,762.28,0.3116,764.0,700.0,820.0,4.2112,1.1896,3.4652,1.0396,179.396,0.922,768.92,0.3464,772.0,708.0,832.0,1.482,2.3616,3.3808,0.1856,1.9056,2.3692
instance_1511,4624.0,776000.0,4624.0,776000.0,0.0,0.0,0.024,2.382,2.1892,0.0,4.0,2.698,0.0092,1.1676,0.0068,0.1176,2.6932,0.0,1.5748,3.9988,0.0092,0.0136,0.0088,0.0092,2.4108,2.1096,0.0052,2.0916,2.1396,1.1612,0.0092,0.014,0.0088,0.0092,2.4108,3.9988,0.0052,0.2988,0.0028,0.0052,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,6197.6,2.1476,992.0,11288.0,11288.0,992.0,7408.0,5276.0,6024.0,189.584,0.5532,143.864,224.164,224.164,143.864,200.208,185.456,194.224,2.7672,0.0068,2.75,2.7936,2.7668,2.7668,2.7668,2.7668,2.7668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.72,32.0964,2209.2,0.4888,2244.0,2152.0,2324.0,217.116,0.5344,4.1136,0.9616,102.724,0.494,2212.2,0.1184,2212.0,2124.0,2292.0,217.956,0.4196,3.9992,0.0004,3.1152,3.7556
instance_1071,1600.0,6816.0,1560.0,6776.0,0.1024,0.0236,0.9208,1.96,2.3372,0.0,4.0,2.8152,0.0312,0.2568,0.0308,0.0512,0.6556,0.0,0.0,3.8488,0.0312,1.1256,0.014,0.0636,10.6632,0.876,0.6644,0.0,2.8572,13.3668,0.0156,1.6216,0.0024,0.0376,9.4048,2.0308,0.0612,1.1076,0.0236,0.1276,0.0472,0.9224,0.0212,0.1064,11.6532,0.43,0.924,0.1932,0.9696,9.0284,16.0,0.0,16.0,16.0,0.0,15666.4,0.0404,15448.0,15856.0,15856.0,15448.0,15840.0,15480.0,15672.0,95.276,0.2152,85.308,101.968,101.968,85.308,100.264,92.404,96.516,1.5464,2.3508,0.01,3.6372,2.838,0.3428,2.2476,0.784,1.496,0.3392,2.5788,0.0268,1.2368,0.6424,0.1056,0.464,0.164,0.2924,62.624,1.3284,344.472,0.316,344.0,312.0,380.0,3.82,0.8308,3.4168,0.1696,50.544,1.488,344.476,0.3224,344.0,312.0,380.0,1.4836,1.5092,3.366,0.1688,1.32,2.2456
instance_507,340.0,720.0,340.0,720.0,0.0,0.0,1.8888,4.0,0.0,4.0,4.0,0.0,0.1412,0.0,0.1412,0.1412,0.0,0.0,0.0,4.0,0.1412,0.674,0.1332,0.2668,1.4992,0.1256,0.3892,0.0,1.3332,1.248,0.0704,0.8888,0.0668,0.1332,0.8948,2.0,0.136,0.2332,0.1332,0.1776,0.2132,0.5,0.2,0.2668,2.0016,0.7632,0.3872,0.6152,0.8,2.0016,20.1904,0.1688,20.0,24.0,0.7656,16950.8,0.176,16100.0,18512.0,18512.0,16100.0,17148.0,16272.0,16812.0,60.616,0.2056,56.932,66.56,66.56,56.932,61.544,57.608,60.876,0.194,6.0624,0.0,1.046,0.3536,0.0024,0.2812,0.0144,0.062,1.2424,0.2664,0.8796,1.2904,1.2856,1.0284,1.282,1.2496,1.2744,10.0384,1.9668,50.564,0.7732,52.0,40.0,64.0,3.7884,1.2792,3.4812,0.3996,4.25,0.9716,50.656,0.7808,52.0,40.0,64.0,2.3196,1.522,3.2244,0.3696,3.36,3.8312
instance_436,3040.0,174596.0,2880.0,170488.0,0.2224,0.0964,0.0676,3.9712,0.108,2.4,4.0,1.044,0.0176,5.5112,0.0112,0.1944,1.1088,0.0,3.7236,3.7236,0.0176,0.7972,0.0108,0.0272,19.4092,0.85,0.1788,0.4,1.5052,11.554,0.0104,0.7832,0.006,0.0168,17.5248,3.7236,0.02,0.7772,0.0112,0.03,,,,,,,,,,,12.0388,0.1304,12.0,16.0,0.2192,6232.4,3.7384,1380.0,15976.0,15976.0,1380.0,14664.0,1868.0,3360.0,208.12,0.6648,171.036,273.06,273.06,171.036,241.832,181.044,188.848,3.198,0.0968,2.932,3.4076,3.2972,3.102,3.256,3.148,3.198,0.0,14.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.036,0.8492,1298.84,0.1532,1300.0,1232.0,1360.0,97.22,0.4612,3.9936,0.002,153.528,28.1908,1301.12,0.272,1304.0,1240.0,1372.0,113.78,0.4944,4.0096,0.2156,2.9068,3.652
instance_740,396.0,1056.0,288.0,1056.0,1.5,0.0,1.0908,1.5756,3.3672,0.0,4.0,5.156,0.212,0.404,0.1668,0.2224,1.8964,0.0,0.0,0.7272,0.212,0.5716,0.182,0.2424,2.7728,0.0,0.0,0.0,0.0,0.0,0.0744,1.5912,0.0304,0.1212,6.0832,1.4544,0.0832,0.3636,0.0756,0.0908,0.2932,0.5424,0.2272,0.3484,5.4148,1.7824,0.2824,1.6,2.1332,5.7628,23.1548,0.282,20.0,24.0,2.0624,12334.4,0.4828,10260.0,15392.0,15132.0,10808.0,12468.0,11364.0,12332.0,71.972,0.2484,67.904,82.052,81.888,68.208,71.8,69.74,70.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3444,0.3132,1.178,1.4928,1.4644,1.2184,1.4492,1.2448,1.3636,8.8448,2.5432,32.4496,0.8816,32.0,24.0,40.0,5.6188,1.0628,3.2956,0.6244,4.084,0.7988,32.4048,0.878,32.0,24.0,40.0,4.2508,1.4392,3.0508,0.57,3.9672,3.9944
instance_1484,740000.0,3372000.0,347672.0,1928000.0,4.4988,2.9972,0.7216,1.5648,4.0004,0.0,4.0,5.5408,0.0,1.9508,0.0,0.0004,4.0908,0.0,2.4588,3.488,0.0,1.8748,0.0,0.0004,10.344,1.0636,0.6476,0.0,3.1112,11.5496,0.0,1.8884,0.0,0.0004,9.204,2.9816,0.0,1.876,0.0,0.0004,0.0,2.3352,0.0,0.0008,13.8776,0.6216,2.4612,0.1076,2.4284,12.6996,61.332,0.1228,60.0,64.0,2.546,1096.0,0.0,1096.0,1096.0,1096.0,1096.0,1096.0,1096.0,1096.0,68.436,0.0,68.436,68.436,68.436,68.436,68.436,68.436,68.436,2.288,2.1792,0.0,3.752,3.5148,0.3192,3.332,0.946,2.9484,0.066,3.484,0.0,0.5392,0.128,0.0,0.1112,0.0156,0.0636,202716.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0716,0.0,9.0504,0.0,37066.0,4.4556,60996.0,5.6568,60996.0,0.0,0.0,7.6056,3.0056,4.2416,0.856,0.832,2.9496
instance_968,52000.0,218400.0,50540.0,216852.0,0.1156,0.0284,0.9324,1.978,2.3536,0.0,4.0,2.902,0.0008,0.2748,0.0008,0.002,0.6908,0.0,0.0,3.8444,0.0008,1.1724,0.0,0.0028,10.9092,0.9124,0.6908,0.0,4.0,13.4708,0.0004,1.6088,0.0,0.0016,9.3388,1.9572,0.002,1.1876,0.0004,0.0064,0.0016,0.9956,0.0004,0.0044,11.9304,0.4068,0.982,0.1292,1.1428,9.0196,20.0864,0.116,20.0,24.0,0.4168,50.516,1.342,20.0,108.0,76.0,32.0,60.0,40.0,48.0,237.408,0.8364,142.736,442.0,303.332,175.272,263.0,199.732,233.092,1.568,2.324,0.002,4.0,2.8148,0.3368,2.274,0.8176,1.5384,0.3676,2.6372,0.0072,3.25,0.7036,0.11,0.4984,0.184,0.3128,1505.32,0.696,10994.0,0.0664,11014.0,10816.0,11156.0,2.4756,1.0316,3.3848,0.0304,897.2,0.696,10982.8,0.0572,10978.0,10796.0,11108.0,0.3236,2.6076,3.3084,0.0296,0.946,1.2432
instance_478,1760.0,7480.0,1720.0,7420.0,0.0932,0.0324,0.9272,1.9932,2.3368,0.0,4.0,2.7712,0.028,0.226,0.028,0.0464,0.5296,0.0,0.0,3.8856,0.028,1.088,0.0044,0.054,10.6316,0.8916,0.66,0.0,4.0,12.9436,0.014,1.6168,0.0,0.0344,9.434,2.016,0.0552,1.072,0.0088,0.11,0.0424,0.896,0.0196,0.0776,11.5204,0.4336,0.9244,0.2224,0.9744,9.0408,16.028,0.0832,16.0,20.0,0.1668,15736.4,0.1036,15240.0,16468.0,16468.0,15240.0,16208.0,15356.0,15700.0,102.504,0.234,94.62,114.584,114.584,94.62,108.472,98.8,101.52,1.5796,2.3332,0.0224,4.0,2.8104,0.3376,2.3576,0.8084,1.5156,0.3472,2.976,0.0224,2.8408,0.6648,0.104,0.4452,0.1708,0.298,65.228,1.1076,380.804,0.2984,380.0,344.0,416.0,3.7536,0.826,3.408,0.1536,53.96,1.024,381.108,0.3008,380.0,344.0,416.0,1.4408,1.5088,3.3676,0.148,1.2968,2.3472
instance_279,544000.0,1812000.0,28696.0,680000.0,71.712,6.6752,0.1688,1.5044,3.7276,0.0,4.0,8.516,0.0036,4.8828,0.0012,0.034,8.8308,0.0,1.524,2.5576,0.0036,7.2832,0.0,0.0376,20.6928,1.5064,1.1544,0.0,3.6252,16.4088,0.0028,8.7764,0.0,0.0352,17.774,2.6412,0.0028,3.31,0.0,0.0172,,,,,,,,,,,118.864,0.172,108.0,128.0,6.3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4944,1.8828,0.0004,3.9996,3.9304,0.8268,3.614,1.498,2.668,0.1564,7.5196,0.0,1.1508,0.65,0.0,0.1344,0.0,0.0024,237.884,4.1896,9155.6,0.0524,9196.0,8988.0,9276.0,10.474,1.4272,3.8788,0.0128,1376.52,0.2028,9144.4,0.0624,9130.0,9008.0,9308.0,7.7128,1.0092,3.9288,0.0052,1.5752,3.388
instance_1556,200.0,17800.0,200.0,17800.0,0.0,0.0,0.0448,1.2328,2.7544,0.5716,4.0,3.9744,0.56,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.56,0.1416,0.5176,0.5996,14.4972,0.1368,0.102,0.006,0.3156,7.7732,0.0352,0.5868,0.0232,0.0484,11.848,0.2516,0.044,0.0,0.044,0.044,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,18249.6,0.0256,18084.0,18424.0,18424.0,18084.0,18304.0,18164.0,18272.0,78.804,0.0472,77.6,80.312,80.312,77.6,79.24,78.196,78.668,0.2748,2.922,0.0104,0.622,0.586,0.0176,0.4568,0.0936,0.2604,0.0004,1.3388,0.0,0.0004,0.0004,0.0,0.0004,0.0,0.0004,27.3548,1.17,35.7588,0.9424,36.0,24.0,48.0,8.8296,1.3432,3.566,0.4612,25.3676,1.2096,35.432,0.9392,36.0,24.0,48.0,7.7408,1.698,3.4916,0.4744,2.8116,3.0896
instance_1496,52092.0,154036.0,9380.0,63576.0,18.214,5.6916,0.59,1.4804,3.0088,0.0,4.0,7.3384,0.0068,2.302,0.0036,0.058,6.8472,0.0,0.6432,2.2304,0.0068,4.4968,0.0016,0.0748,14.0948,0.8248,0.6952,0.0,3.5636,13.5708,0.0028,4.6996,0.0,0.0388,11.8756,2.1708,0.0056,3.95,0.0012,0.0508,0.0256,2.766,0.0016,0.146,21.4304,0.7588,1.8292,0.0876,3.0476,13.8032,24.8804,0.3072,20.0,28.0,2.7224,4768.8,0.9448,3472.0,7248.0,6680.0,3496.0,5300.0,4000.0,4376.0,91.764,1.402,53.112,166.54,122.46,56.224,112.008,58.324,97.568,2.1864,2.0544,0.0,4.0,3.5164,0.4216,3.1416,1.3908,2.3788,0.288,4.0228,0.0,1.7412,0.6052,0.0064,0.4572,0.0632,0.2172,226.0,1.5956,2570.04,0.29,2584.0,2484.0,2672.0,3.9104,0.9596,3.538,0.1084,393.276,0.5572,2566.32,0.2612,2572.0,2460.0,2692.0,2.3256,1.2776,3.6308,0.0796,0.4708,2.9592
instance_825,7940.0,1636000.0,7760.0,1628000.0,0.0928,0.0196,0.0192,3.9964,0.0248,3.7036,4.0,0.3968,0.006,9.2756,0.004,0.1896,0.6008,0.0,3.9148,3.9148,0.006,0.692,0.002,0.008,22.0516,1.28,0.2512,0.528,1.93,11.6764,0.004,0.7888,0.0012,0.0056,21.6532,3.9148,0.0192,0.0,0.0192,0.0192,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,834.52,5.8836,16.0,3384.0,3384.0,16.0,2448.0,84.0,256.0,363.144,0.544,284.268,429.0,429.0,284.268,424.56,355.632,364.936,3.506,0.5592,1.506,3.9796,3.8524,2.8432,3.8052,3.452,3.6816,0.0004,23.3032,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,14882.4,17.214,3580.2,0.976,3772.0,3600.0,3904.0,392.768,1.424,4.4472,1.7564,4769.2,20.112,3600.84,0.788,3724.0,3656.0,3820.0,415.24,0.8132,4.0656,0.342,3.5532,3.8216
instance_358,1600.0,6800.0,1576.0,6756.0,0.0608,0.026,0.9332,1.9592,2.3344,0.0,4.0,2.4892,0.0308,0.1572,0.0304,0.0408,0.2984,0.0,0.0,3.9432,0.0308,1.0776,0.0096,0.0592,10.54,0.9184,0.6872,0.0,4.0,13.0648,0.0152,1.494,0.0048,0.0308,8.996,2.0012,0.0596,1.066,0.0188,0.116,0.0456,0.9056,0.0144,0.0924,11.5144,0.4448,0.9652,0.2152,1.1428,9.082,16.0204,0.0712,16.0,20.0,0.1276,15769.6,0.0876,15360.0,16340.0,16340.0,15360.0,16288.0,15528.0,15748.0,95.0,0.202,89.616,103.956,103.956,89.616,101.6,91.636,93.632,1.6228,2.1408,0.0004,4.0,2.8052,0.4324,2.2436,0.9856,1.6008,0.3532,2.8752,0.0288,2.1328,0.6564,0.1032,0.4584,0.1792,0.2956,60.056,1.1424,350.092,0.3084,348.0,316.0,384.0,3.8376,0.808,3.4224,0.1548,49.98,1.1592,349.628,0.3264,348.0,312.0,384.0,1.5116,1.5988,3.3788,0.1676,1.3088,2.4472
instance_977,244.0,528.0,244.0,528.0,0.0,0.0,1.8484,4.0,0.0,4.0,4.0,0.0,0.1968,0.0,0.1968,0.1968,0.0,0.0,0.0,4.0,0.1968,0.6844,0.182,0.2728,1.7844,0.2184,0.4936,0.0,1.3332,1.7844,0.0984,1.014,0.0908,0.182,1.1344,2.0,0.1868,0.2404,0.182,0.212,0.2932,0.5192,0.2728,0.3636,2.144,0.758,0.4084,0.6152,0.8,2.144,20.0,0.0,20.0,20.0,0.0,16205.2,0.198,15376.0,17856.0,17856.0,15376.0,16796.0,15488.0,16012.0,44.136,0.2108,41.22,49.148,49.148,41.22,44.504,42.228,44.168,0.2288,5.1572,0.0004,0.8904,0.8056,0.0016,0.2948,0.0148,0.0316,1.2168,0.26,1.0384,1.2696,1.268,1.0448,1.2664,1.2184,1.2488,8.4896,1.8464,37.7816,0.8792,36.0,28.0,48.0,4.208,1.3072,3.5368,0.4472,4.148,0.76,37.7784,0.8792,36.0,28.0,48.0,2.8132,1.5948,3.2592,0.4444,3.4364,3.8212
instance_1540,209528.0,728000.0,70024.0,392120.0,7.9688,3.446,0.7144,1.4348,2.122,0.0,4.0,4.5976,0.0008,0.9504,0.0004,0.0036,4.3716,0.0,0.6696,2.2812,0.0008,5.608,0.0004,0.082,7.6656,0.16,0.26,0.0,2.5,5.2564,0.0004,8.9296,0.0,0.0708,5.9972,2.4176,0.0004,10.6468,0.0,0.0648,,,,,,,,,,,27.2288,0.4288,20.0,32.0,4.256,3543.0,1.2732,2652.0,5476.0,5476.0,2652.0,5476.0,2940.0,3104.0,140.512,0.7548,100.484,174.352,174.352,100.484,174.352,138.872,148.336,0.8256,3.6332,0.0,3.9572,1.67,0.118,1.4468,0.2292,0.4772,0.1228,2.6488,0.0,0.9484,0.188,0.0532,0.1756,0.0916,0.1004,7854.0,3.918,9974.0,2.6672,13228.0,0.0,13340.0,5.9804,3.9864,4.1624,1.6768,5882.8,1.282,13482.8,0.0372,13490.0,13288.0,13616.0,1.8228,6.2292,3.4444,0.2024,0.3784,2.344
instance_990,14400.0,828000.0,14160.0,828000.0,0.0676,0.0,0.0684,2.0044,2.3296,0.0,4.0,2.3824,0.0032,1.2736,0.0024,0.0668,0.2072,0.0,0.034,3.9988,0.0032,0.0,0.0032,0.0032,0.0,1.3184,0.0,1.3184,1.3184,0.0,0.0016,0.6976,0.0012,0.0024,14.1292,2.0236,0.0044,0.0,0.0044,0.0044,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,1947.64,3.7316,80.0,5252.0,4568.0,100.0,3800.0,248.0,1512.0,553.08,2.4,238.016,1532.0,1009.6,251.052,692.36,282.332,507.0,1.986,0.0,1.986,1.986,1.986,1.986,1.986,1.986,1.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.48,19.932,4796.8,0.8404,5000.0,4784.0,5136.0,84.136,0.3636,4.0608,0.3032,3517.6,19.968,4780.0,0.8384,4972.0,4832.0,5108.0,60.216,1.768,4.8824,3.616,3.0716,3.4336
instance_1480,1400.0,5964.0,1368.0,5928.0,0.0936,0.0244,0.9232,1.982,2.3736,0.0,4.0,2.9936,0.0356,0.2656,0.0352,0.0584,0.6916,0.0,0.0,3.838,0.0356,1.2512,0.0136,0.0756,10.9784,0.964,0.724,0.0,4.0,13.4456,0.0176,1.6564,0.0,0.0432,9.4144,1.984,0.0692,1.2272,0.0268,0.1432,0.0536,1.0648,0.0244,0.1108,12.114,0.4464,1.0448,0.2104,0.9232,9.658,16.0,0.0,16.0,16.0,0.0,16672.0,0.0,16672.0,16672.0,16672.0,16672.0,16672.0,16672.0,16672.0,108.424,0.0,108.424,108.424,108.424,108.424,108.424,108.424,108.424,1.6256,2.3508,0.0016,4.0,2.8704,0.3512,2.408,0.7444,1.6284,0.394,2.5836,0.0236,1.8404,0.7232,0.1184,0.5372,0.2032,0.3392,43.06,1.392,304.872,0.3368,304.0,272.0,340.0,3.9612,0.8336,3.4472,0.1636,36.902,1.236,305.336,0.3292,304.0,272.0,336.0,1.6808,1.5704,3.4148,0.156,1.3676,2.644
instance_1278,34852.0,398796.0,34836.0,398796.0,0.002,0.0,0.3496,1.612,1.9552,0.0,4.0,4.268,0.0016,3.9772,0.0008,0.0372,4.0036,0.0,0.4356,3.1344,0.0016,8.3388,0.0004,0.0148,11.5052,2.5544,0.8052,0.8,3.5676,10.8512,0.0008,8.2348,0.0,0.0072,11.612,2.4636,0.006,1.0524,0.0004,0.0072,,,,,,,,,,,20.1312,0.202,20.0,28.0,0.3348,455.64,1.6064,80.0,732.0,688.0,172.0,624.0,348.0,484.0,128.448,2.5096,66.448,555.84,153.276,87.18,120.84,97.0,107.364,3.0008,1.2364,0.4096,3.906,3.808,1.7236,3.7888,2.3156,3.5892,0.578,3.5804,0.0,1.6708,1.4372,0.086,1.0424,0.1984,0.3312,807.88,6.26,5422.0,0.0944,5440.0,5272.0,5556.0,10.8444,1.4164,3.6696,0.1108,5004.0,1.7408,5341.6,0.4536,5396.0,5264.0,5584.0,14.6984,4.5304,4.044,0.4148,0.3184,1.4376
instance_926,1600.0,6800.0,1556.0,6764.0,0.1132,0.0212,0.92,1.9504,2.3556,0.0,4.0,2.754,0.0312,0.248,0.0308,0.0516,0.6172,0.0,0.0,3.8604,0.0312,1.1108,0.012,0.0544,10.7128,0.914,0.6524,0.0,2.7692,13.466,0.0152,1.5716,0.0024,0.0356,9.2052,1.942,0.0612,1.1048,0.0236,0.1064,0.0468,0.918,0.0212,0.0924,11.6384,0.4352,0.9584,0.2344,0.9776,9.1708,16.0,0.0,16.0,16.0,0.0,15750.4,0.0856,15148.0,16204.0,16204.0,15148.0,16104.0,15516.0,15912.0,95.616,0.2528,87.284,106.092,106.092,87.284,103.188,91.916,96.548,1.6632,2.1272,0.0068,3.4076,2.9044,0.436,2.3632,0.9476,1.7116,0.3612,2.5804,0.0196,1.1936,0.696,0.1116,0.498,0.1912,0.306,52.76,1.4808,347.3,0.3236,348.0,312.0,384.0,3.8432,0.826,3.4248,0.1696,43.628,1.1752,347.728,0.3156,348.0,312.0,384.0,1.542,1.5196,3.3892,0.1524,1.326,2.5092
instance_677,8000.0,33600.0,7792.0,33368.0,0.1068,0.028,0.934,1.99,2.344,0.0,4.0,2.84,0.0064,0.2604,0.006,0.0124,0.6288,0.0,0.0,3.8624,0.0064,1.1304,0.0024,0.0152,10.728,0.918,0.6864,0.0,4.0,13.4604,0.0032,1.6092,0.0,0.0096,9.3264,1.9852,0.0124,1.1408,0.0048,0.032,0.0092,0.976,0.0028,0.024,11.8136,0.4164,0.9688,0.1664,1.1428,9.0492,18.8372,0.3856,16.0,20.0,2.4112,625.84,1.3752,376.0,1620.0,720.0,472.0,656.0,520.0,576.0,128.228,0.2924,113.688,159.172,140.168,117.744,134.284,121.292,126.98,1.5696,2.3368,0.0004,4.0,2.8528,0.3516,2.3,0.818,1.508,0.3748,2.5416,0.0208,1.396,0.702,0.1176,0.5092,0.1908,0.3212,234.152,1.9096,1698.56,0.2516,1708.0,1616.0,1780.0,2.962,1.1028,3.4172,0.3376,158.788,0.6776,1710.12,0.14,1712.0,1628.0,1788.0,0.634,1.194,3.3496,0.066,1.0996,1.686
instance_1577,6408.0,59136.0,6048.0,37280.0,0.238,2.3452,0.6488,1.5924,3.7676,0.0,4.0,9.182,0.0136,2.6972,0.0052,0.0344,8.2532,0.0,1.4436,2.148,0.0136,3.9504,0.0004,0.126,15.026,2.0696,0.8212,0.0,4.0,14.5,0.0024,6.846,0.0,0.02,8.2668,1.5852,0.0204,3.78,0.0004,0.1464,0.0488,2.7428,0.01,0.1376,20.2504,1.222,3.3716,0.0924,3.9132,14.5316,18.9704,0.38,16.0,24.0,2.4448,5884.4,1.5752,2884.0,11128.0,7824.0,3272.0,7400.0,3712.0,5360.0,139.4,0.5232,92.924,170.416,151.84,126.54,147.452,132.852,142.448,2.94,0.8416,0.0,4.0,3.3848,2.2852,3.2904,2.8568,3.1408,1.5416,2.186,0.0004,3.9996,1.9984,0.016,1.9948,1.72,1.9764,84.76,0.8136,581.92,0.296,580.0,532.0,632.0,10.9448,1.3752,3.896,0.028,109.976,0.6364,580.4,0.2672,580.0,528.0,632.0,2.1316,2.0132,3.9176,0.0244,1.2188,2.1328
instance_657,1916.0,496000.0,1528.0,327420.0,1.0156,2.0356,0.0188,1.5928,2.4584,0.0,4.0,8.3508,0.066,1.6104,0.0208,0.22,5.1388,0.0,0.076,0.0768,0.066,2.7056,0.0024,0.218,18.8132,0.906,1.3524,0.0,3.7704,10.3076,0.018,3.1864,0.0012,0.1716,16.078,1.3296,0.0076,1.41,0.0008,0.0112,,,,,,,,,,,12.9868,0.5312,12.0,16.0,2.2348,3536.16,1.1052,796.0,5156.0,4800.0,2372.0,4276.0,2884.0,3692.0,55.068,0.4856,43.3,65.364,63.528,45.184,61.364,50.592,56.548,1.5248,4.1044,0.0008,3.882,3.7888,0.0228,3.336,0.0292,1.1084,0.014,12.918,0.0,0.254,0.0204,0.0,0.008,0.0,0.0024,76.744,34.6268,430.44,0.4608,436.0,376.0,480.0,49.856,0.9492,3.9548,0.2852,41.9,1.2268,435.08,0.3724,432.0,384.0,488.0,36.0336,1.6276,3.9812,0.0116,1.1068,2.5596
